timestamp,symbol,price,assetAddress,configuration,aTokenAddress,stableDebtTokenAddress,variableDebtTokenAddress,collateralSupply,debtSupply,ltv,liquidationThreshold,liquidationBonus,decimals,reserveIsActive,reserveIsFrozen,borrowingEnabled,stableRateBorrowingEnabled,assetIsPaused,borrowingInIsolationModeEnabled,siloedBorrowingEnabled,flashLoaningEnabled,reserveFactor,borrowCap,supplyCap,liquidationProtocolFee,eModeCategoryId,unbackedMintCap,debtCeilingForIsolationMode,virtualAccountingEnabled
1733786185,LUSD,0.998643,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,7237005577332262213973186568751986507034708833537442740869438520930468102144,0x3Fe6a295459FAe07DF8A0ceCC36F37160FE86AA9,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x33652e48e4B74D18520f11BfE58Edd2ED2cEc5A2,4271019.755341965,3626586.8869451033,0.0,0.77,1.045,18,True,False,True,False,False,True,False,True,0.2,8000000,18000000,0.1,0,0,0,True
1733786185,CRV,1.062,0xD533a949740bb3306d119CC777fa900bA034cd52,7237663779155190696390048556425009384929139624256838838502003108379705478572,0x7B95Ec873268a6BFC6427e7a28e396Db9D0ebc65,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x1b7D3F4b3c032a5AE656e30eeA4e8E1Ba376068F,7688554.725139848,3465003.499145787,0.35,0.41,1.083,18,True,False,True,False,False,False,False,True,0.35,7000000,17250000,0.1,0,0,100000000,True
1733786185,MKR,1881.12,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,7244903999207404002975530420828260295946357567065651969905045434202492246372,0x8A458A9dc9048e005d22849F470891b840296619,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x6Efc73E54E41b27d2134fF9f98F15550f30DF9B1,21126.683001272348,377.61260521500725,0.65,0.7,1.085,18,True,False,True,False,False,False,False,True,0.2,1980,22500,0.1,0,0,1200000000,True
1733786185,SNX,2.77,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,7239638384623976143640634519444077146306559758090959922698754807863598912292,0xC7B4c17861357B8ABB91F25581E7263E08DCB59c,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x8d0de040e8aAd872eC3c33A3776dE9152D3c34ca,2666575.833253689,78593.67610625632,0.49,0.65,1.085,18,True,False,True,False,False,False,False,True,0.35,300000,4500000,0.1,0,0,400000000,True
1733786185,BAL,3.24,0xba100000625a3754423978a60c9317c58a424e3D,7238914362618754812982086333003752369006490906221160504302682702905544021572,0x2516E7B3F76294e03C42AA4c5b5b4DCE9C436fB8,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x3D3efceb4Ff0966D34d9545D3A2fa2dcdBf451f2,5671912.968815725,160577.39961568185,0.57,0.59,1.083,18,True,False,True,False,False,False,False,True,0.2,1000000,10000000,0.1,0,0,290000000,True
1733786185,UNI,15.73,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,7248195008322046415059840359193375493547594589464385369638402241391864846692,0xF6D2224916DDFbbab6e6bd0D1B7034f4Ae0CaB18,0x102633152313C81cD80419b6EcF66d14Ad68949A,0xF64178Ebd2E2719F2B1233bCb5Ef6DB4bCc4d09a,2698459.370762109,69705.3313104176,0.65,0.74,1.1,18,True,False,True,False,False,False,False,True,0.2,330000,6000000,0.1,0,0,1700000000,True
1733786185,LDO,1.82,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,7241942091004225832099651476299657727782159667703905088082676196120308748192,0x9A44fd41566876A39655f74971a3A6eA0a17a454,0x102633152313C81cD80419b6EcF66d14Ad68949A,0xc30808705C01289A3D306ca9CAB081Ba9114eC82,3072101.891150397,752158.6997053457,0.4,0.5,1.09,18,True,False,True,False,False,False,False,True,0.2,1500000,8000000,0.1,0,0,750000000,True
1733786185,ENS,33.56461523924799,0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,7239572564441683295398948320676774603056111238670287669270477364735244504892,0x545bD6c032eFdde65A377A6719DEF2796C8E0f2e,0x102633152313C81cD80419b6EcF66d14Ad68949A,0xd180D7fdD4092f07428eFE801E17BC03576b3192,246287.97626886176,4964.293800433594,0.39,0.49,1.08,18,True,False,True,False,False,False,False,True,0.2,40000,1500000,0.1,0,0,390000000,True
1733786185,1INCH,0.5428575874874582,0x111111111117dC0aa78b770fA6A738034120C302,7239967485535440384849065513280590734864674587685562855040293771882277901892,0x71Aef7b30728b9BB371578f36c5A1f1502a5723e,0x102633152313C81cD80419b6EcF66d14Ad68949A,0xA38fCa8c6Bf9BdA52E76EB78f08CaA3BE7c5A970,1472786.638086587,110258.4989568901,0.57,0.67,1.075,18,True,False,True,False,False,False,False,True,0.2,475200,30000000,0.1,0,0,450000000,True
1733786185,FRAX,0.997974,0x853d955aCEf822Db058eb8505911ED77F175b99e,7237005577332262213973186568751986257804459628701419849861825574825562734592,0xd4e245848d6E1220DBE62e155d89fa327E43CB06,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x88B8358F5BC87c2D7E116cCA5b65A9eEb2c5EA3F,515644.6731383971,480384.55581568123,0.0,0.72,1.06,18,True,False,True,False,False,False,False,True,0.2,12000000,15000000,0.1,0,0,0,True
1733786185,GHO,0.996103,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,207330778063909268816628954431488,0x00907f9921424583e7ffBfEdf84F92B7B2Be4977,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x786dBff3f1292ae8F92ea68Cf93c30b34B1ed04B,0.0,171501204.1916402,0.0,0.0,0.0,18,True,False,True,False,False,False,False,False,0.0,171500000,0,0.0,0,0,0,False
1733786185,RPL,13.79,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,7237005577332262213973186563042994310613843820915081526626361126541477281792,0xB76CF92076adBF1D9C39294FA8e7A67579FDe357,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x8988ECA19D502fd8b9CCd03fA3bD20a6f599bc2A,471861.2709160634,205466.50845158673,0.0,0.0,0.0,18,True,False,True,False,False,False,False,True,0.2,500000,840000,0.0,0,0,0,True
1733786185,sDAI,1.123656307486038,0x83F20F44975D03b1b09e64809B757c47f942BEeA,7237005577332262213973186568752013257748123995297978373066899191830293257548,0x4C612E3B15b96Ff9A6faED838F8d07d479a8dD4c,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x8Db9D35e117d8b93C6Ca9b644b25BaD5d9908141,4533400.197081215,0.0,0.75,0.78,1.045,18,True,False,False,False,False,False,False,True,0.2,0,340000000,0.1,0,0,0,True
1733786185,STG,0.352966,0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6,7238980182801047661223772531771054663026690218315422650649544947538167332864,0x1bA9843bD4327c6c77011406dE5fA8749F7E3479,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x655568bDd6168325EC7e58Bf39b21A856F906Dc2,477.8660489386084,10.079603230705443,0.0,0.37,1.1,18,True,True,True,False,False,False,False,True,0.2,3200000,10000000,0.1,0,0,300000000,True
1733786185,KNC,0.674338,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,7237663779155190696390048556425008051547306344473747103763289758216848932864,0x5b502e3796385E1e9755d7043B9C945C3aCCeC9C,0x102633152313C81cD80419b6EcF66d14Ad68949A,0x253127Ffc04981cEA8932F406710661c2f2c3fD2,62139.153780002074,10205.218932373218,0.0,0.37,1.1,18,True,True,True,False,False,False,False,True,0.2,350000,1200000,0.1,0,0,100000000,True
